CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
6x2,8,ABDFH,ILMNO,QRSVY,1101010110011110111001001,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1
6x3,8,BCDHI,JMNOR,STUVW,0111000111001110011111100,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
7x3,9,ABCFH,IJMNP,RSVWX,1110010111001101011001110,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0
6x3,8,ABCDG,JLOPQ,STVWX,1111001001010011101101110,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0
8x2,8,ADEFG,HIJKL,OPTUX,1001111111110011000110010,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0
8x3,8,ACDEF,GHJMP,RTVWY,1011111101001001010101101,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
4x5,6,ACDJK,LMOPQ,UVWXY,1011000001111011100011111,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
7x3,8,ABDFG,IJKLM,RTUVY,1101011011111000010111001,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1
6x5,6,BCDEG,HKOST,UVWXY,0111101100100010001111111,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1
6x3,6,ABDGI,JKLMO,QTWXY,1101001011111010100100111,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1
5x2,7,BCEFG,KLMNO,PRSUX,0110111000111111011010010,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
3x5,8,BDJKL,MOPQR,UVWXY,0101000001111011110011111,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
5x3,7,BFGHJ,KMOPQ,STUWX,0100011101101011101110110,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0
7x4,9,BCDFH,IJNPS,TUWXY,0111010111000101001110111,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1
6x4,5,BCDEG,IMNOQ,SVWXY,0111101010001110101001111,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1
9x2,7,ABCDE,FGHJK,OQTXY,1111111101100010100100011,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
6x3,7,ADEFG,HNOPQ,STUVW,1001111100000111101111100,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
6x4,5,BCDGH,IKMNQ,SUVWY,0111001110101100101011101,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1
5x4,8,BDFGH,KMNPS,TUWXY,0101011100101101001110111,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1
6x3,4,ACGHI,JKOPQ,RSUWY,1010001111100011111010101,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1
7x2,6,ABDFG,HIKLO,QSTWY,1101011110110010101100101,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1
4x4,8,BDEFK,LMPQR,SVWXY,0101110000111001111001111,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1
2x5,5,ACKLM,OPQRS,UVWXY,1010000000111011111011111,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
5x5,7,BCEHJ,KMPST,UVWXY,0110100101101001001111111,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1
7x3,8,ABDEF,GIMPR,STVWX,1101111010001001011101110,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0
6x2,6,ACDEG,HKMNO,PRSWX,1011101100101111011000110,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
5x3,7,BEHIJ,LMOQR,STUVW,0100100111011010111111100,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0
6x4,7,ABCDE,FKMNO,PUVWX,1111110000101111000011110,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0
8x2,7,ABCDE,HIJNO,PSTUY,1111100111000111001110001,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1
5x4,7,BGHIJ,LMNOQ,RUVWY,0100001111011110110011101,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1
7x2,8,BCDFG,HIKLN,QRSVW,0111011110110100111001100,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
5x4,8,BCDEJ,NOPQS,TVWXY,0111100001000111101101111,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
8x3,8,CDEFG,HIJLM,RTUVW,0011111111011000010111100,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
6x2,7,ABDEF,GMNOP,QRTUY,1101111000001111110110001,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
7x3,6,ABCDE,FIKLO,STUVW,1111110010110010001111100,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0
6x3,7,ABDEH,IKLMN,OPUWX,1101100110111111000010110,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
7x1,8,ABDEH,IJKLM,NOSTV,1101100111111110001101000,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0
4x4,6,ACEJK,MNPQR,SUVWX,1010100001101101111011110,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0
7x3,7,ABCDE,FGLMN,QRWXY,1111111000011100110000111,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1
6x4,7,BCDEG,HKNOP,QVWXY,0111101100100111100001111,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
5x3,8,BCDIJ,KLNOP,QRUVY,0111000011110111110011001,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
5x2,7,BCEHI,KLMNO,PQTUV,0110100110111111100111000,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
7x1,8,ABCDF,IJLMN,OQSTV,1111010011011110101101000,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0
7x2,7,ACDFG,IJKLN,OPSWX,1011011011110111001000110,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
7x4,6,ACEFG,IJNOR,SUVXY,1010111011000110011011011,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
5x4,6,CEGIJ,KMNOP,RUVWX,0010101011101111010011110,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
6x3,11,ABDFH,JKLNP,QRVXY,1101010101110101110001011,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
7x2,9,ACDFH,IJKLN,PSTVW,1011010111110101001101100,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
7x4,6,ACDEH,IJKPR,SUWXY,1011100111100001011010111,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1
5x3,7,ABCDI,KMNOR,STVXY,1111000010101110011101011,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
6x2,4,ACDEG,IKLNO,QRSWY,1011101010110110111000101,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
8x3,5,BCDEF,GIJKM,QSUXY,0111111011101000101010011,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
8x2,6,BCDEF,GIJKL,PQSUY,0111111011110001101010001,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
4x3,7,BEGHK,LMNOP,QTUVY,0100101100111111100111001,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
5x4,8,BCFHI,KNPQR,SVWXY,0110010110100101111001111,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1
3x4,7,EIJLM,NOPQR,TUWXY,0000100011011111110110111,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
7x3,7,ABCFG,HJLPQ,STUWY,1110011101010001101110101,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1
8x4,7,ACDEF,GHILO,RUVWX,1011111110010010010011110,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0
5x4,9,BDGIJ,KLMNP,TUVWX,0101001011111101000111110,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0
5x3,8,DFHIJ,KLMOR,STUWX,0001010111111010011110110,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0
6x3,6,ABCEG,HMNOR,STVWY,1110101100001110011101101,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1
4x2,7,DEHJK,MNOPQ,RSTUY,0001100101101111111110001,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
6x2,7,AEGHI,JLNOQ,RSTUV,1000101111010110111111000,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
3x2,9,BDJKL,MNOPQ,RSTXY,0101000001111111111100011,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
5x2,8,BFHIJ,KLMNO,PQTWY,0100010111111111100100101,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
8x2,8,ABCDE,FHJKM,NOQVX,1111110101101110100001010,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
6x3,7,ABEFG,JLOPQ,RSUXY,1100111001010011111010011,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1
4x4,7,DEFIK,LMNPQ,RUWXY,0001110010111101110010111,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1
9x1,6,ABCDE,FGHIL,MNQSU,1111111110011100101010000,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
6x3,6,ABCDE,IKLMN,OQUVX,1111100010111110100011010,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0
3x4,7,AHJLM,NOPQR,SUWXY,1000000101011111111010111,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
7x4,5,ACDEG,HILMO,PUVWY,1011101110011011000011101,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1
5x3,7,DEFGI,LMOPR,STUVW,0001111010011011011111100,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0
4x3,6,ACDFK,LMNOQ,STUWX,1011010000111110101110110,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
7x3,5,ACEFG,IJMNO,PSVWY,1010111011001111001001101,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1
5x3,7,ABDIJ,KMNOP,RSUVW,1101000011101111011011100,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0
5x4,6,CDEHI,LMNOQ,TUWXY,0011100110011110100110111,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1
5x3,7,BEFHI,MNOPQ,RSUVW,0100110110001111111011100,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0
6x3,6,ABCDE,GLMPQ,RTUWY,1111101000011001110110101,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1
6x3,8,CEFGI,JKLNO,RTUVX,0010111011110110010111010,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0
6x2,8,ABFGI,JKLNO,PRSXY,1100011011110111011000011,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1
7x3,6,ADEGH,IJLMO,QRUXY,1001101111011010110010011,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
7x3,6,ABCDG,HINOP,QSVWY,1111001110000111101001101,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1
6x2,6,ABEHI,JKLMO,PSTUY,1100100111111011001110001,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
6x4,7,DEGHI,JLNOQ,RUVWY,0001101111010110110011101,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1
6x2,5,ABCEI,JLMOP,QRSUW,1110100011011011111010100,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
6x4,6,CDEFI,JMOPR,SUVWY,0011110011001011011011101,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1
5x4,8,BCDFH,KNOQR,SVWXY,0111010100100110111001111,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1
6x3,6,ADEFG,HKLMO,RSUVW,1001111100111010011011100,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0
8x1,7,BCDEF,GHIKM,NOPTW,0111111110101111000100100,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
7x4,8,ABCDF,IJNOP,QUVWX,1111010011000111100011110,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
7x2,10,ABFGH,IJLMO,PRTVX,1100011111011011010101010,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
6x2,8,ACFGI,JLMNP,QRSVX,1010011011011101111001010,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
5x4,8,BDEFI,LMNQS,TUVXY,0101110010011100101111011,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1
7x4,7,CEFGH,IJORS,TUVXY,0010111111000010011111011,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
8x1,7,ACDEF,GHIKM,NRSTX,1011111110101100011100010,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0
6x2,5,ABDEF,GKMOP,QSTUY,1101111000101011101110001,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1
6x3,7,CDFGH,ILMNO,QTUWX,0011011110011110100110110,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0
6x3,7,ADGHI,JKNOP,RSUWX,1001001111100111011010110,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0
6x4,7,ACDFH,ILMPS,TUVWY,1011010110011001001111101,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1
4x2,7,AEGHK,LMOPQ,RSTVX,1000101100111011111101010,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0
7x3,6,ACDEF,GIKNO,RSUVX,1011111010100110011011010,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0
6x3,6,BCDEF,IKLMN,OQUWX,0111110010111110100010110,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0
6x2,8,EFGHI,JLNOP,RSTWY,0000111111010111011100101,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
5x3,9,ABDFJ,MNOPQ,RSVWX,1101010001001111111001110,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0
8x3,7,ACDEF,GHINP,RSWXY,1011111110000101011000111,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1
6x3,9,ABDEF,HKLPR,STUXY,1101110100110001011110011,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1
6x3,6,ABDEH,IKLMO,QTWXY,1101100110111010100100111,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1
5x3,7,AEFGJ,LOPQR,STUXY,1000111001010011111110011,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1
6x3,7,BDEFG,JKLNO,QTUWY,0101111001110110100110101,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1
7x1,8,ACEFH,IJKLN,OQRTV,1010110111110110110101000,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0
6x2,7,BCDEG,JKLMQ,RSTVY,0111101001111000111101001,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1
4x5,8,BDIJK,LMNPQ,UVWXY,0101000011111101100011111,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
6x3,3,ABCEF,IKLMO,QSUWY,1110110010111010101010101,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
7x2,6,ABCEF,IJKLM,QRSVW,1110110011111000111001100,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0
6x2,6,CDEFI,JKMOP,QSTXY,0011110011101011101100011,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1
7x2,6,ABCDH,IJKLN,OQSWY,1111000111110110101000101,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1
5x3,7,BCDGH,KLMOP,STUVY,0111001100111011001111001,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1
7x3,9,ABDFH,IJKLM,STVWX,1101010111111000001101110,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
5x4,3,ACEFG,KLMOQ,SUVWY,1010111000111010101011101,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1
6x2,7,ADEHI,JKLMN,OPSVW,1001100111111111001001100,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
7x4,5,ABCDG,IJKLM,SUWXY,1111001011111000001010111,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1
5x4,7,BEFGJ,LMOPQ,RUVWY,0100111001011011110011101,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1
7x2,8,ABCDF,IJLMN,ORSXY,1111010011011110011000011,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1
8x2,9,ABCDF,HIJLN,OQSVX,1111010111010110101001010,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
6x3,6,ABEFG,IKLMN,QTUVW,1100111010111100100111100,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
6x2,7,ABEGH,JKLMN,OQTWX,1100101101111110100100110,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
6x4,6,BCEGH,IKLMP,QUVXY,0110101110111001100011011,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
5x4,7,ABCFI,LMNOR,SVWXY,1110010010011110011001111,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1
7x3,7,ABCDE,GHKLO,PTWXY,1111101100110011000100111,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
5x4,7,BCDFJ,MOPQR,SUWXY,0111010001001011111010111,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
5x2,8,BCFGH,KLNOP,QRSVY,0110011100110111111001001,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1
6x5,8,ADGHI,JLNOP,UVWXY,1001001111010111000011111,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1
6x3,8,ACDFG,HKLMN,OPUVX,1011011100111111000011010,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
6x4,7,CEFGH,JMQRS,TUVWX,0010111101001000111111110,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
5x4,5,CDGHI,KLOQS,TUVWY,0011001110110010101111101,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1
4x2,7,BCHIK,LMNOQ,RSTVW,0110000110111110111101100,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
6x2,10,BDEFI,JKLNO,PRTVY,0101110011110111010101001,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
5x4,10,BCDFH,LOPQR,TUVWX,0111010100010011110111110,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0
4x3,7,ACDEL,NOPQR,STUVY,1011100000010111111111001,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1
6x4,9,BCDEH,JKLMR,TUVXY,0111100101111000010111011,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
5x1,8,ABDEH,KLMNO,PRSTY,1101100100111111011100001,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
6x3,7,ACDFI,JLNOQ,STUWX,1011010011010110101110110,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
4x5,7,ABDEL,MOPRS,UVWXY,1101100000011011011011111,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1
7x3,9,ABCDH,IJMNP,QTUVX,1111000111001101100111010,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0
5x3,6,BCEIJ,KNOPQ,RSUWX,0110100011100111111010110,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0
5x3,8,BDEGJ,LNOPQ,STWXY,0101101001010111101100111,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
6x2,8,ABFHI,JKLMP,QRSVY,1100010111111001111001001,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1
6x2,7,BCFGI,JLNOP,QRSWY,0110011011010111111000101,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1
6x2,7,ABEFH,IKLMN,OSTUV,1100110110111110001111000,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0
5x3,7,BCEFH,KMNPQ,STUWX,0110110100101101101110110,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
7x2,8,ACDFG,HJLMN,ORSWX,1011011101011110011000110,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0
6x4,8,ABDEH,IKNPR,SUVXY,1101100110100101011011011,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1
5x3,6,CDEFI,KLMNO,PRUWY,0011110010111111010010101,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
7x2,9,ACDFH,IJLNP,QSTWX,1011010111010101101100110,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0
4x4,5,ACFIK,LNOQR,SUVWY,1010010010110110111011101,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1
5x2,9,BCDIJ,KLMNP,QRTXY,0111000011111101110100011,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
5x3,6,ABCEG,LMOPQ,RTUWX,1110101000011011110110110,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0
8x3,6,ABCDF,GIJNQ,STUWY,1111011011000100101110101,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1
9x3,9,ABCDF,GHIJL,PTUWX,1111011111010001000110110,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
7x4,8,ABDEF,GJNOS,TVWXY,1101111001000110001101111,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1
7x2,8,ABDFG,HJKLM,OQRXY,1101011101111010110000011,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
5x2,7,ABCDH,LMNOP,QRSUW,1111000100011111111010100,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0
4x5,6,BCDEK,LMORS,UVWXY,0111100000111010011011111,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
6x4,7,ABCDH,IMNQR,TUWXY,1111000110001100110110111,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1
